Fri Aug 23 10:06:10 CST 2013
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1377223793879,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223798878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223803878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223808879,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223813878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223818878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223823879,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223828878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223833878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223838879,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223843878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223848878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223853879,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223858878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223863878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223868878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223873878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223878878,5,25,5,0,17,0,0,0,0,0,0,0,0
1377223883878,5,25,5,0,17,0,0,0,0,0,0,0,0
